country,year,co2_kt,co2_per_gdp,cereal_yield,fdi_perc_gdp,elec_access_perc,ch4_ttl,n2o_ttl,urb_pop_growth_perc,pop_growth_perc,gdp,gni_per_cap,pop,urb_pop,agr_land,co2_per_cap,Region,IncomeGroup
EGY,2005,162217.1,0.3052147243416743,7536.9,5.999509006499536,99.4,59390.39366,21060.34919,2.0903103647057626,1.98334143708702,89600665557.40433,1160.0,79075310,34023734,3.5391029182781657,2.0514254069949267,Middle East & North Africa,Lower middle income
ESP,2005,350499.8,0.2908398816188372,2159.3,2.3409382372644143,100.0,39576.79601,21932.19008,2.0017576170627143,1.68934904712031,1153715822717.5093,25910.0,43653155,33727737,58.434350517942654,8.029197431434222,Europe & Central Asia,High income
ETH,2005,5049.5,0.1031864629127397,1361.4,2.137800937295584,14.0,54109.40089,29580.03678,4.095892776152614,2.83962299391293,12401139453.973831,160.0,77469940,12162781,29.7634298818382,0.0651801201859714,Sub-Saharan Africa,Low income
FIN,2005,55460.2,0.3298320506463776,3422.9,5.304331908580781,100.0,5920.490345,7008.333297,0.5027936406284335,0.342248594286999,204885494686.38123,40230.0,5246096,4349276,7.465117042581832,10.571708943183657,Europe & Central Asia,High income
FRA,2005,380816.1,0.1976334861579756,6965.4,3.875247351380737,100.0,69350.28168,43884.26025,1.0706696641398084,0.749918325024531,2196945232435.7969,35920.0,63188395,48737209,53.675507755356975,6.026677841714448,Europe & Central Asia,High income
GBR,2005,540917.0,0.2734719829435077,7196.5,9.928170779439164,100.0,89375.25574,32843.93112,1.0451336765154104,0.68661130607346,2544813166100.505,42700.0,60401206,48269624,70.08638862480882,8.955400658721947,Europe & Central Asia,High income
IDN,2005,342148.1,0.2416228505445845,4311.3,2.916114833030507,84.7774200439453,317297.9149,50495.28395,3.001908316663747,1.26074829560286,285868619205.9035,1210.0,228805144,105117659,27.61410137527237,1.4953689153072536,East Asia & Pacific,Upper middle income
IND,2005,1136466.4,0.3351749407685331,2411.6,0.8861007201251943,68.8404541015625,620079.605,201223.5008,2.7462519407498167,1.60412916927926,820381595512.9016,700.0,1154638713,337558628,60.58341377443083,0.9842614726187514,South Asia,Lower middle income
IRQ,2005,85127.9,0.3169235803349322,948.1,1.0315306396551085,97.4242477416992,40623.46488,3859.626357,3.048265719837353,2.96970606467236,49954890353.26087,1340.0,28698684,19734937,21.469236573153168,2.966264933960038,Middle East & North Africa,Upper middle income
ITA,2005,473831.8,0.2712791078385734,5361.4,1.9783518374189464,100.0,49371.90834,25759.9461,0.6657417274155529,0.491389107503214,1858217147203.7344,32480.0,57969484,39267369,49.83125815811009,8.173814346872572,Europe & Central Asia,High income
JPN,2005,1215474.4,0.2957041723706348,6154.0,0.1130012660927615,100.0,31415.37874,21887.06161,1.5778406674816683,0.0093920965576633,4831466523975.977,41280.0,127773000,109856670,12.872427983539096,9.512764042481589,East Asia & Pacific,High income
KOR,2005,481002.1,0.396337264201018,6302.3,1.4593201328225636,100.0,23746.79,19373.9848,0.6345498402581138,0.211997784117548,934901101762.4916,18520.0,48184561,39195731,19.42178626742385,9.982494185222524,East Asia & Pacific,High income
LBY,2005,53004.1,0.3363193998994478,622.8,2.192894541149527,90.1121826171875,64027.45039,1529.436513,2.819492847715957,2.61040132087158,47334697611.85484,6780.0,5837986,4499920,8.743762574309194,9.07917559240464,Middle East & North Africa,Upper middle income
LKA,2005,13984.4,0.1218245807585112,3467.2,1.1161285430176835,78.0740814208984,7771.876684,2549.851853,0.8493837460255088,0.936752886822428,24405791044.77612,1200.0,19673866,3600908,40.025514272045925,0.7108109814308992,South Asia,Lower middle income
MEX,2005,432187.4,0.3221011503865216,3130.8,2.867481963220307,98.932728,128238.945,38930.5252,1.8379025233850597,1.42951167105736,877476892365.2637,8100.0,105442402,80460988,54.82136886236786,4.098800784147539,Latin America & Caribbean,Upper middle income
MYS,2005,166973.4,0.3948065631018917,3407.0,2.734387108724705,98.7413864135742,30841.52018,8967.930417,3.664056683418367,2.30336382151543,143534418452.15424,5230.0,25923536,17263520,21.71483792421245,6.440996320872276,East Asia & Pacific,Upper middle income
NAM,2005,2525.5,0.1898081580369917,465.6,5.378457636940779,39.5839538574219,4992.837822,3497.909042,3.874746981559341,1.20234000182313,7248375216.594748,3490.0,1962865,719037,47.15227926975914,1.286639682301126,Sub-Saharan Africa,Upper middle income
NGA,2005,98719.0,0.2049413736580299,1421.7,2.836294592492788,46.8232154846191,141851.7187,30273.17977,4.924461650641669,2.69369341754265,175670536601.00577,1020.0,140490722,54895345,73.56466506362747,0.7026727359262912,Sub-Saharan Africa,Lower middle income
NLD,2005,167926.0,0.2734754271124721,7879.7,30.625137850050216,100.0,18925.75183,13986.71406,1.5934688036883131,0.23366314793854,685348181515.953,41960.0,16319868,13485107,57.39632701421801,10.289666558577556,Europe & Central Asia,High income
NOR,2005,36366.4,0.1639863711817057,3992.9,3.244985456072057,100.0,5247.509131,5107.7145,1.037036357915938,0.681072964187373,309978579743.88824,64050.0,4623291,3591141,2.836460010294488,7.865911966173015,Europe & Central Asia,High income
NPL,2005,3188.6,0.0744606295249622,2311.6,0.0301562949400019,46.0804634094238,19978.22348,4682.877653,3.129453167171106,1.07535927644443,8130258415.292148,300.0,26285110,3981931,29.312870596442277,0.1213082235531827,South Asia,Lower middle income
NZL,2005,34232.2,0.3224953632385522,7566.2,1.6620151766177464,100.0,33749.83903,15575.27851,1.1982972553914122,1.12877350967992,114720129550.09506,25450.0,4133900,3569251,44.47989062321978,8.280848593338009,East Asia & Pacific,High income
PAK,2005,121608.7,0.2006594128388956,2615.8,1.833321933138503,78.0570907592773,109696.0319,46379.61127,2.751737976843072,2.15849215504399,120055291992.93771,680.0,174372098,59255126,46.65447281029473,0.6974091692123817,South Asia,Lower middle income
PHL,2005,76190.2,0.2018489022386152,3049.0,1.5490600831186414,79.8264999389648,57560.36593,12113.89283,1.7499725322917283,1.93575552038701,107419977968.18546,1380.0,86261250,39430017,38.082302042459,0.8832494312336072,East Asia & Pacific,Lower middle income
POL,2005,301353.0,0.5681860781955115,3233.1,3.6064502320306606,99.8059005737305,32828.35676,25950.63481,-0.2260396058409109,-0.043948953332248,306145913284.46576,7330.0,38165445,23453429,51.92439526001371,7.895964530218369,Europe & Central Asia,High income
PRT,2005,65473.8,0.2743034954118474,2114.0,1.7074123271778128,100.0,12715.70853,3659.408899,1.260433270124597,0.185532266654625,197253876704.9213,18600.0,10503330,6041725,41.80485405050836,6.233623050975263,Europe & Central Asia,High income
RUS,2005,1611982.1,0.9500526604705944,1852.7,2.029807013898137,98.0340347290039,550415.9949,54650.3887,-0.3201789545086017,-0.381452794741516,764015982495.6761,4450.0,143518814,105433226,13.166159892414504,11.23185215284736,Europe & Central Asia,Upper middle income
SAU,2005,315293.2,0.280859044650026,4753.2,3.683049497020171,100.0,90467.53774,6340.560684,3.3406679862066038,3.06242987376478,328459700124.064,12350.0,24397644,19756968,80.8102563625453,12.923100279682744,Middle East & North Africa,High income
SWE,2005,50082.6,0.1619680358751793,4932.3,5.2987495375948654,100.0,6803.418916,5841.874913,0.4723203079765316,0.399942762807279,392218701192.9251,45770.0,9029572,7613645,7.858796969703665,5.54650873817718,Europe & Central Asia,High income
UKR,2005,295405.2,0.8692940118818977,2623.0,8.749550982780299,99.885561701316,43336.8425,19693.7748,-0.4476946162815549,-0.732800943705215,89238865118.52626,1540.0,47105171,31932595,71.28999965480341,6.271184112674169,Europe & Central Asia,Lower middle income
USA,2005,5753493.2,0.44124590128884,6450.7,1.0916621327206686,100.0,628705.6845,255241.5741,1.135884591134559,0.921713167161207,13039199193000.0,46180.0,295516599,236200507,45.07129509971709,19.469272519612343,North America,High income
ZAF,2005,377642.7,0.7309485394008643,3309.6,2.257818863401274,80.8,66518.03739,18976.77262,1.861333239975284,0.945094240817718,288867202055.1438,5480.0,49017147,29182849,80.35924787113899,7.704297844996977,Sub-Saharan Africa,Upper middle income
ZMB,2005,2293.1,0.0884352788645317,1905.4,4.284032189095237,23.282735824585,14455.15575,12465.31019,4.624365711090425,3.31267042148986,8331870169.149771,580.0,11564870,4268709,30.61919046530085,0.1982815198095611,Sub-Saharan Africa,Lower middle income
ARE,2006,121562.5,0.2394570498778454,20900.8,5.765437532100143,100.0,39067.90423,1295.740399,13.95183249077052,13.4836720911499,222116541865.21445,42600.0,4898954,4048888,7.583779217121937,24.81397049247656,Middle East & North Africa,High income
ARG,2006,154917.5,0.2634310287883168,3707.6,2.3810685448962774,96.9644088745117,134304.3686,44294.25029,1.222209317886207,1.03467173566483,232557260817.3077,5460.0,39476851,35608120,47.55339479444146,3.9242618414523487,Latin America & Caribbean,Upper middle income
AUS,2006,374104.4,0.5253069132621353,2111.7,4.08487726473327,100.0,151664.4966,81734.7535,1.488863154470386,1.34945083098893,747907432136.598,34580.0,20450966,17321968,53.27857542663005,18.29274959432234,East Asia & Pacific,High income
BEL,2006,108081.5,0.2906286991986812,8373.3,14.407871393667552,100.0,9833.792258,6160.228386,0.711907500572579,0.659558214980699,408259840868.8229,39940.0,10547958,10279407,45.574636723910174,10.24667523325368,Europe & Central Asia,High income
BGD,2006,35902.8,0.1117170250802214,3761.4,0.6356571878780177,50.5251024590164,76506.78864,22220.45595,3.817223870193573,1.21058994053819,71819083683.74033,570.0,142628831,39247175,71.29138818468157,0.251721897657564,South Asia,Lower middle income
BRA,2006,335624.6,0.1530395781400643,3210.5,1.7531254345515717,97.594314,403216.4175,152909.3342,1.4496950253499787,1.07735384590771,1107626711436.4417,4830.0,188820682,156991180,27.392577774480927,1.777477956572575,Latin America & Caribbean,Upper middle income
CHE,2006,45479.3,0.1313280509881616,6165.0,12.173553035862888,100.0,5559.279111,2600.81683,0.662946312521288,0.627558473346134,441619409123.4163,65290.0,7483934,5500991,39.142647468178254,6.076924248663872,Europe & Central Asia,High income
CHL,2006,57148.1,0.2231734559092953,5998.3,4.931219341329689,99.368108,11628.2525,6802.5044,1.0477622234186588,0.979795955667856,153840051814.05875,7430.0,16334575,14185272,21.249926028738507,3.4985973005113387,Latin America & Caribbean,High income
CHN,2006,6437470.3,0.8404008611490507,5315.5,4.508600691395167,98.1983032226563,940300.2025,440483.3776,3.674728093257034,0.558374367373002,2752118542130.404,2060.0,1311020000,575118254,55.94576662387132,4.910276197159464,East Asia & Pacific,Upper middle income
CMR,2006,5091.7,0.1072855864140045,1700.3,0.2827395550005074,49.0,16363.80362,62151.49023,3.951597640808658,2.71903433909344,20910512978.171627,1190.0,17751333,8723538,19.48975058704068,0.2868347971388965,Sub-Saharan Africa,Lower middle income
COL,2006,58193.0,0.1489227744690442,3358.8,4.172385091750195,95.7262268066406,66175.05142,19939.34839,1.8223282820074655,1.29886517669187,161792959247.8504,3540.0,42772910,32688341,38.01171698963497,1.3605106596675325,Latin America & Caribbean,Upper middle income
DEU,2006,814413.1,0.2894327073053734,6486.6,2.919960359749543,100.0,62768.41364,44809.43764,0.1487715057736086,-0.112797497644931,2994703642023.5254,38270.0,82376451,62753557,48.59486120669879,9.886479571692158,Europe & Central Asia,High income
DNK,2006,58134.0,0.2863967739896733,5778.4,0.8431839931027892,100.0,10170.95538,5560.094164,0.6100965005589271,0.328645158919929,282885978374.2852,53540.0,5437272,4681382,67.75,10.691758661328697,Europe & Central Asia,High income
EGY,2006,170745.0,0.2916818668602287,7500.2,9.34856726566294,99.04,61148.5323,21576.24096,2.0534527649342422,1.94660064062847,107426086956.52174,1260.0,80629670,34729618,3.5491486262494347,2.1176447826215834,Middle East & North Africa,Lower middle income
ESP,2006,341776.3,0.2506046750607428,3028.2,2.6124935071797784,100.0,39316.70399,22287.41688,1.9992081028344253,1.69035255626114,1260398977831.763,27850.0,44397319,34408810,57.34297967854423,7.698129249651314,Europe & Central Asia,High income
ETH,2006,5404.8,0.0966674338239581,1563.3,3.568235274162409,18.5567531585693,57195.38536,31034.40935,4.086275739306789,2.82672932299161,15280861834.602404,180.0,79691050,12670080,30.319510141552737,0.0678219197764366,Sub-Saharan Africa,Low income
FIN,2006,67024.9,0.3694089708468047,3293.8,2.1367826216286794,100.0,6007.323716,6895.842642,0.5428672778818722,0.383777136305104,217089269791.7644,42840.0,5266268,4372951,7.565683469797113,12.727210236926794,Europe & Central Asia,High income
FRA,2006,371741.0,0.1799709012115352,6800.5,3.402534856436843,100.0,68672.07753,43079.61422,1.0134346162916192,0.693706612114177,2320536221304.7026,37880.0,63628261,49233640,53.53360472060443,5.842388180308746,Europe & Central Asia,High income
GBR,2006,542060.8,0.2563506302093171,7278.6,7.514320021018331,100.0,84854.63216,31783.91587,1.0897954746412943,0.73504867842129,2709978165671.036,44800.0,60846820,48798541,73.7320712602819,8.908613465748909,Europe & Central Asia,High income
IDN,2006,364467.0,0.2366615879413502,4365.8,1.3479426406402542,90.62,320303.1269,51898.43646,3.017089438116317,1.29930889873663,364570515631.6245,1360.0,231797427,108337481,27.42981562370341,1.5723513617776266,East Asia & Pacific,Upper middle income
IND,2006,1215205.2,0.3217353063634155,2446.5,2.130168425334938,67.9,629406.715,210803.7126,2.660297137830979,1.52430796041014,940259888792.1414,780.0,1172373788,346659205,60.50941917603652,1.0365339215516476,South Asia,Lower middle income
IRQ,2006,82958.1,0.2835888925818014,1329.2,0.5879630557803294,97.6221115649304,42290.63536,3797.524765,0.7954772964743719,0.718432208523802,65140147197.12148,1730.0,28905607,19892550,20.55467910464824,2.869965678285185,Middle East & North Africa,Upper middle income
ITA,2006,466654.5,0.2473181679508707,5316.1,2.9235174702035582,100.0,48798.41147,20731.84241,0.4746079257312096,0.30055968851778,1949551719389.6443,34280.0,58143979,39454178,48.02886533792329,8.025843914122216,Europe & Central Asia,High income
JPN,2006,1193043.3,0.2774311421089613,5852.4,-0.0520879063257657,100.0,31232.98422,21822.90448,1.3805809807849951,0.0633735894181335,4601662661030.067,40590.0,127854000,111383848,12.814814814814817,9.33129428879816,East Asia & Pacific,High income
KOR,2006,487852.1,0.3746287926159499,6299.9,0.8698967957996694,100.0,23756.8325,18023.0348,0.7499161233254168,0.525199940498775,1053216892422.0197,20800.0,48438292,39490771,19.17836498761354,10.071620609578884,East Asia & Pacific,High income
LBY,2006,52930.4,0.3059130114299993,622.6,3.43460487846546,88.434928894043,66161.49065,1607.358972,2.516708839184965,2.29252154954785,60094248771.991806,8550.0,5973369,4614607,8.743762574309194,8.861063162178663,Middle East & North Africa,Upper middle income
LKA,2006,12404.9,0.0973640433409434,3579.8,1.696263617210783,82.05,7803.745283,2514.455648,0.913555096671776,0.995543083594748,28279802451.2714,1350.0,19870706,3633955,38.90926487003667,0.6242807880102499,South Asia,Lower middle income
MEX,2006,448302.8,0.3017415524200166,3213.3,2.268278504733058,99.11416,130812.675,38255.2788,1.7633537031172777,1.36053857389621,975383402912.585,8750.0,106886790,81892383,54.82136886236786,4.194183397218684,Latin America & Caribbean,Upper middle income
MYS,2006,173632.9,0.3771981599645589,3383.6,4.727164794647913,98.8022232055664,31162.45375,8913.187899,3.5609791408524467,2.23485955352487,162692260155.07013,5770.0,26509413,17889347,21.534621823162382,6.549858346542792,East Asia & Pacific,Upper middle income
NAM,2006,2491.3,0.1696347865159747,620.5,7.625776144091338,40.513240814209,5469.782585,4339.807518,3.834512088057571,1.19983522844956,8001779551.063232,4000.0,1986558,747144,47.15227926975914,1.254078662691953,Sub-Saharan Africa,Upper middle income
NGA,2006,88767.7,0.1685530637167551,1507.5,2.035753056777188,47.5820541381836,139813.1225,30207.96002,4.895541303155582,2.69592582302795,238454952231.572,1330.0,144329764,57649638,73.74397048651142,0.615033916358375,Sub-Saharan Africa,Lower middle income
NLD,2006,163702.7,0.2441966427353878,7854.2,51.16197519367324,100.0,18306.43071,13936.36213,1.3707367708082585,0.160613668857538,733955269898.8225,45270.0,16346101,13671225,56.86018957345972,10.014785788978056,Europe & Central Asia,High income
NOR,2006,37210.6,0.1468555063466601,3674.5,3.423887702897208,100.0,5185.4557,4768.371906,1.1588223427851223,0.805392739160981,346913357588.3577,70300.0,4660677,3632998,2.833722114531656,7.983947396483386,Europe & Central Asia,High income
NPL,2006,2616.1,0.0573338599308771,2273.5,-0.073509433259411,51.2,20261.24796,4782.648694,2.930862886051398,0.885774450092644,9043715355.888098,330.0,26518971,4100363,29.194279734914545,0.0986501323901293,South Asia,Lower middle income
NZL,2006,34265.9,0.2952671749098858,7028.7,2.611329337258136,100.0,33938.05154,15380.14354,1.2872729251930273,1.21898486028427,111538810712.66457,26390.0,4184600,3615494,43.20003038243895,8.188572384457295,East Asia & Pacific,High income
PAK,2006,132304.2,0.1999764230199067,2554.0,3.112977982415143,79.1353149414063,116570.7781,47940.89322,2.691185744309877,2.0985131417675,137264061106.04344,740.0,178069984,60871443,46.875,0.7429899022173215,South Asia,Lower middle income
PHL,2006,69305.5,0.1691223378585268,3180.8,2.1209188441261984,80.18,58380.26541,11580.58577,1.6978921895599024,1.88401982804789,127652927611.90369,1490.0,87901835,40105212,38.83690512123956,0.7884420160284481,East Asia & Pacific,Lower middle income
POL,2006,314093.0,0.5435149263449441,2598.2,6.230801135525957,99.7784805297852,33233.76165,26300.76423,-0.2441598232722996,-0.0633705742926632,344626630395.37714,8420.0,38141267,23396235,52.092582919822405,8.234991249766297,Europe & Central Asia,High income
PRT,2006,60448.0,0.2327590466258097,3209.0,6.416330041520005,100.0,12549.17555,3623.171571,1.243828472846647,0.18033244147767,208756449275.84796,19410.0,10522288,6117343,41.08079151634416,5.744758174267802,Europe & Central Asia,High income
RUS,2006,1654851.0,0.7757636547759573,1886.9,3.797712140931854,98.1097030639648,547607.8078,54811.93583,-0.2662085436670338,-0.327445270108383,989932059220.6676,5810.0,143049637,105152927,13.15737091930877,11.568369096944998,Europe & Central Asia,Upper middle income
SAU,2006,335434.3,0.2819935877637144,5047.1,4.853586295041284,100.0,90246.66364,6495.985727,4.23626307545006,3.95879667991777,376900135720.729,13670.0,25382870,20611906,80.79025347840852,13.214987115326204,Middle East & North Africa,High income
SWE,2006,48734.9,0.1422556292164958,4292.2,5.212277332124532,100.0,6654.370337,5814.370169,0.6940329809034107,0.562483906481893,423090618042.96594,49150.0,9080505,7666670,7.733348848639109,5.366981241682043,Europe & Central Asia,High income
UKR,2006,303989.4,0.8067001849070246,2427.7,5.008725385739924,99.5428619384766,41818.2825,19986.4898,-0.4123564486197373,-0.676059672626708,111884752475.24751,1950.0,46787786,31801190,71.25793979563656,6.497195657003305,Europe & Central Asia,Lower middle income
USA,2006,5653081.0,0.4091813848573666,6400.4,2.160335287406712,100.0,629839.6581,263256.3213,1.177968159686514,0.964253917136075,13815586948000.0,47830.0,298379912,238999326,45.06684188467046,18.94591684174771,North America,High income
ZAF,2006,379736.0,0.6751650864833895,3141.0,0.2051255436227192,80.7,66567.16554,18671.55093,1.86818148741063,0.963593457802097,303858667884.83514,6180.0,49491756,29733162,79.86876488966193,7.672712198775085,Sub-Saharan Africa,Upper middle income
ZMB,2006,2177.5,0.0754964400389702,2145.9,4.827128722374586,24.0823268890381,13431.83699,11157.50004,4.758969451956198,3.45623668042667,12756858899.281174,730.0,11971567,4476767,31.00391449979149,0.1818893048838134,Sub-Saharan Africa,Lower middle income
ARE,2007,131831.6,0.2450486973135559,21428.6,5.500439718430775,100.0,39507.22097,1349.881166,18.580684625119805,18.1279839755253,257916133424.098,41580.0,5872624,4875629,7.499295972965362,22.448500023158303,Middle East & North Africa,High income
ARG,2007,162820.2,0.2473071220501277,4294.0,2.2512942356836088,97.2243957519531,134281.0012,46711.05108,1.1901612579141687,1.00629733064648,287530508430.568,6480.0,39876111,36034446,47.49109325499052,4.083151438714774,Latin America & Caribbean,Upper middle income
AUS,2007,384368.3,0.5038290256183129,981.3,5.201155459522568,100.0,149356.4064,76891.26813,1.968934751276892,1.82499679529254,854427259166.2086,37370.0,20827622,17666406,51.853676633299926,18.454737655599853,East Asia & Pacific,High income
BEL,2007,103905.8,0.2657562177156146,8637.7,20.502674006232755,100.0,9645.848857,5528.176544,0.7866514958820785,0.734330830765919,470922156309.4525,42740.0,10625700,10360589,45.14200792602378,9.778725166341982,Europe & Central Asia,High income
BGD,2007,37992.3,0.1075186848366775,4020.9,0.8177544242033238,46.5,77349.77978,22307.21211,3.634036977038244,1.05111719423699,79611888213.14798,600.0,144135934,40699664,71.18383652147192,0.2635865945823059,South Asia,Lower middle income
BRA,2007,352555.8,0.1475722406495172,3553.1,3.190826559115141,98.125382,404088.565,158545.206,1.398193687577869,1.03202723327326,1397114247287.5771,6170.0,190779453,159201638,27.47881705738358,1.8479757356259952,Latin America & Caribbean,Upper middle income
CHE,2007,43541.2,0.1132305207141062,6418.5,9.92110684796029,100.0,5514.73184,2569.752104,0.929048227949449,0.893690977823134,490754683815.1438,64120.0,7551117,5552336,39.06012754327361,5.766193266506133,Europe & Central Asia,High income
CHL,2007,64574.0,0.2319685104258698,5744.3,7.808474009941325,98.0392684936523,11323.085,7314.902,1.0473556459946547,0.980589313160657,172565861848.89862,8790.0,16495538,14334623,21.158470650893303,3.914634369609528,Latin America & Caribbean,High income
CHN,2007,6993182.8,0.778182667241147,5319.8,4.400983631444597,98.4865036010742,969728.9275,449321.2959,3.5112555518277544,0.522271866392275,3550327569655.4697,2510.0,1317885000,595670841,56.008351576177496,5.3063680063131455,East Asia & Pacific,Upper middle income
CMR,2007,6131.5,0.1205771475807949,1676.3,0.792290666372574,48.2,15958.9273,61995.83276,4.00022754976239,2.78067096838021,23928250410.0588,1230.0,18251866,9079573,19.48975058704068,0.3359382542037071,Sub-Saharan Africa,Lower middle income
COL,2007,59709.9,0.1393913213082165,3599.2,4.3086768933608,95.9804077148438,67897.76385,21332.75601,1.752892763556748,1.23996744251378,206229536757.6743,4170.0,43306582,33266384,38.247859396124376,1.3787719381778965,Latin America & Caribbean,Upper middle income
DEU,2007,783803.0,0.2625262628037046,6182.9,1.484338647468013,100.0,61210.44374,48471.54798,0.1271676714053734,-0.133718572600486,3425578382921.58,40470.0,82266372,62833410,48.613301976080535,9.527623267499871,Europe & Central Asia,High income
DNK,2007,53411.4,0.2506907554683347,5675.8,3.697114682236923,100.0,9989.503294,5531.323608,0.6697121043713884,0.443466054321374,319423375611.04663,55740.0,5461438,4712839,66.57499999999999,9.779732004647862,Europe & Central Asia,High income
EGY,2007,183395.7,0.2848586090044068,7418.5,8.876336063372719,98.4338150024414,62969.68845,21917.66853,1.9632803587233447,1.95167431348286,130437828371.27846,1460.0,82218755,35418195,3.5541714802350697,2.230582304487583,Middle East & North Africa,Lower middle income
ESP,2007,354683.1,0.2414979500907917,3933.9,4.628870250924347,100.0,40032.36916,22860.80878,2.157701090347765,1.85108130845179,1474002579820.0046,29770.0,45226803,35159317,56.10787201218168,7.842320846777517,Europe & Central Asia,High income
ETH,2007,5963.5,0.0931786800932565,1441.0,1.1264709251968568,20.2697849273682,62919.01733,34606.96072,4.207178147899724,2.85154384116412,19707616772.79964,220.0,81996185,13214505,31.07924393918349,0.0727289934281698,Sub-Saharan Africa,Low income
FIN,2007,65102.7,0.3252831181823041,3654.7,8.573025141102821,100.0,5821.540622,6933.414904,0.5830735506616441,0.425429832100631,256378067752.15768,46190.0,5288720,4398523,7.546778914137262,12.30972711733652,Europe & Central Asia,High income
FRA,2007,363052.2,0.1661874175834466,6520.6,3.1488338734758625,100.0,68871.53478,44163.13564,0.931335018090846,0.616493932446319,2660591246211.7734,40160.0,64021737,49694312,53.33892179261702,5.670764602966021,Europe & Central Asia,High income
GBR,2007,530502.5,0.2433738286732626,6632.3,6.773850594021362,100.0,80568.35079,31825.26526,1.1271899550309774,0.778666112441256,3092996468387.228,47360.0,61322463,49351705,72.94258669863184,8.651030536721919,Europe & Central Asia,High income
IDN,2007,379956.6,0.2258942939474285,4413.9,1.603010571887896,91.1,314649.1114,52982.24917,3.002722636038967,1.31184759614566,432216737774.8605,1580.0,234858289,111639888,28.22874229235496,1.617812177793733,East Asia & Pacific,Upper middle income
IND,2007,1336737.1,0.3200783599726035,2583.3,2.073394029525355,72.3407135009766,642567.15,220323.7052,2.599633138319617,1.46637175001498,1216736448906.293,910.0,1189691809,355789232,60.4132261981239,1.1235994817209,South Asia,Lower middle income
IRQ,2007,76650.1,0.2504086514365962,1264.8,1.093912892389335,98.1,43740.90833,3667.686973,-0.7717860826575016,-0.850221916193164,88837055195.26195,2330.0,28660887,19739613,20.897638155337585,2.674379896197909,Middle East & North Africa,Upper middle income
ITA,2007,459371.1,0.2302141209708852,5174.0,2.981133303120286,100.0,48821.4755,20154.42586,0.6786817195128364,0.504933687397673,2213102482751.458,35930.0,58438310,39722857,47.89021973637046,7.860786870804442,Europe & Central Asia,High income
JPN,2007,1227990.8,0.2739778059532997,6062.1,0.4723228439658781,100.0,31137.59872,21048.00534,1.288009098271273,0.114908847726211,4579749785984.816,39310.0,128001000,112827761,12.757201646090536,9.593603174975197,East Asia & Pacific,High income
KOR,2007,503693.8,0.3559708842407374,6035.3,0.7527540166196309,100.0,23321.09,9784.098,0.6314916718186362,0.505234032920336,1172614134912.0508,23440.0,48683638,39740941,18.984729673957904,10.34626459099051,East Asia & Pacific,High income
LBY,2007,49395.5,0.2616687864728706,623.0,6.89224493698444,86.7785110473633,65423.42592,1648.364031,2.2893696353951563,2.05147873321277,68032985520.26759,10510.0,6097177,4721471,8.743762574309194,8.101372159607635,Middle East & North Africa,Upper middle income
LKA,2007,13591.6,0.0972604879984308,3727.9,1.86397388372498,80.0,7615.038881,2430.881244,0.9535414320807922,1.04107236247173,32350238662.94522,1530.0,20078655,3668772,38.1119438686015,0.6769178513202204,South Asia,Lower middle income
MEX,2007,457121.0,0.2928695498833057,3353.0,2.946650454011491,97.9146041870117,131238.555,39284.5766,1.7122359036728108,1.31623681916458,1052697085016.3496,9330.0,108302973,83306647,54.88824301036549,4.220761326653517,Latin America & Caribbean,Upper middle income
MYS,2007,189464.8,0.3770132818873484,3540.6,4.68684630405815,98.883903503418,32225.64981,9284.89658,3.467304665463941,2.17608980403121,193549547954.75284,6540.0,27092604,18520504,21.632019479531277,6.993229591367445,East Asia & Pacific,Upper middle income
NAM,2007,2546.9,0.1602455603344569,481.3,7.57033893750448,43.7,5121.627348,3964.710594,3.8404761658873374,1.2473242341721,8839536893.684425,4220.0,2011492,776396,47.137703603833394,1.2661745609726514,Sub-Saharan Africa,Upper middle income
NGA,2007,81122.6,0.1407088292460392,1399.8,2.1691956657356943,50.1309194284432,137074.2413,29708.74528,4.879047970434169,2.70962693730599,278260808841.0301,1600.0,148294028,60532139,73.92327590939534,0.5470388868255707,Sub-Saharan Africa,Lower middle income
NLD,2007,164550.6,0.2285777574892194,7289.7,86.47914868005016,100.0,18119.36025,12515.00791,1.2914136658509312,0.217521601194242,848558887541.1792,48620.0,16381696,13848922,56.70616113744076,10.044784129799504,Europe & Central Asia,High income
NOR,2007,37760.1,0.1427388460771112,3855.0,6.160776169338559,100.0,5048.991861,4552.886095,1.3984074341139392,1.03473451527827,402645550184.8164,78750.0,4709153,3684159,2.825508427243158,8.018448328181309,Europe & Central Asia,High income
NPL,2007,2693.6,0.0555827109725372,2213.3,0.0556064154566331,52.6467437744141,20364.70493,4828.584534,2.773587507283888,0.731449423498353,10325618017.37897,370.0,26713655,4215682,29.06173700732473,0.1008323271375631,South Asia,Lower middle income
NZL,2007,33270.5,0.2685387201898507,7916.4,3.1602444475248266,100.0,33887.24122,15225.56959,0.8629523764255801,0.932407687512324,137188946865.5839,28150.0,4223800,3646829,43.625384527742966,7.876911785595908,East Asia & Pacific,High income
PAK,2007,145813.3,0.204702863920114,2743.9,3.668322816134486,80.2343826293945,119970.8693,48042.83536,2.733613220236073,2.14152397156301,152385716311.91638,790.0,181924521,62558385,46.71673931091739,0.8015043777413601,South Asia,Lower middle income
